L,MON,SZN,TAR,LDC_SST_COLA_CESM1,OBS_NINO3.4_L3,BIAS,BIAS_ABS
6.5,2005-05-01,OND,2005-11-15,24.04381,26.146666666666665,-2.102856666666664,2.102856666666664
5.5,2005-06-01,OND,2005-11-15,24.20538,26.146666666666665,-1.941286666666663,1.941286666666663
4.5,2005-07-01,OND,2005-11-15,24.6473,26.146666666666665,-1.4993666666666634,1.4993666666666634
3.5,2005-08-01,OND,2005-11-15,25.35167,26.146666666666665,-0.7949966666666661,0.7949966666666661
2.5,2005-09-01,OND,2005-11-15,25.65662,26.146666666666665,-0.4900466666666645,0.4900466666666645
1.5,2005-10-01,OND,2005-11-15,26.25182,26.146666666666665,0.10515333333333388,0.10515333333333388
10.5,2006-08-01,MJJ,2007-06-15,28.51299,27.180000000000003,1.3329899999999952,1.3329899999999952
9.5,2006-09-01,MJJ,2007-06-15,28.49843,27.180000000000003,1.3184299999999958,1.3184299999999958
8.5,2006-10-01,MJJ,2007-06-15,28.60504,27.180000000000003,1.4250399999999956,1.4250399999999956
7.5,2006-11-01,MJJ,2007-06-15,28.35738,27.180000000000003,1.1773799999999959,1.1773799999999959
6.5,2006-12-01,MJJ,2007-06-15,27.34552,27.180000000000003,0.16551999999999722,0.16551999999999722
5.5,2007-01-01,MJJ,2007-06-15,26.89733,27.180000000000003,-0.2826700000000031,0.2826700000000031
4.5,2007-02-01,MJJ,2007-06-15,26.64742,27.180000000000003,-0.5325800000000029,0.5325800000000029
3.5,2007-03-01,MJJ,2007-06-15,26.80356,27.180000000000003,-0.37644000000000233,0.37644000000000233
2.5,2007-04-01,MJJ,2007-06-15,27.11094,27.180000000000003,-0.0690600000000039,0.0690600000000039
1.5,2007-05-01,MJJ,2007-06-15,26.52106,27.180000000000003,-0.6589400000000047,0.6589400000000047
10.5,2008-01-01,OND,2008-11-15,24.07086,26.12,-2.0491400000000013,2.0491400000000013
9.5,2008-02-01,OND,2008-11-15,24.00226,26.12,-2.1177400000000013,2.1177400000000013
8.5,2008-03-01,OND,2008-11-15,24.19486,26.12,-1.9251400000000025,1.9251400000000025
7.5,2008-04-01,OND,2008-11-15,24.93669,26.12,-1.1833100000000023,1.1833100000000023
6.5,2008-05-01,OND,2008-11-15,25.31377,26.12,-0.8062299999999993,0.8062299999999993
5.5,2008-06-01,OND,2008-11-15,25.4901,26.12,-0.6298999999999992,0.6298999999999992
4.5,2008-07-01,OND,2008-11-15,24.87572,26.12,-1.2442799999999998,1.2442799999999998
3.5,2008-08-01,OND,2008-11-15,25.16209,26.12,-0.9579100000000018,0.9579100000000018
2.5,2008-09-01,OND,2008-11-15,25.70675,26.12,-0.41325000000000145,0.41325000000000145
1.5,2008-10-01,OND,2008-11-15,26.34221,26.12,0.22221000000000046,0.22221000000000046
10.5,2009-08-01,MJJ,2010-06-15,29.42243,26.99,2.43243,2.43243
9.5,2009-09-01,MJJ,2010-06-15,29.16024,26.99,2.1702400000000033,2.1702400000000033
8.5,2009-10-01,MJJ,2010-06-15,28.77613,26.99,1.78613,1.78613
7.5,2009-11-01,MJJ,2010-06-15,28.33801,26.99,1.3480100000000022,1.3480100000000022
6.5,2009-12-01,MJJ,2010-06-15,28.5009,26.99,1.510900000000003,1.510900000000003
5.5,2010-01-01,MJJ,2010-06-15,28.06289,26.99,1.072890000000001,1.072890000000001
4.5,2010-02-01,MJJ,2010-06-15,27.05411,26.99,0.064110000000003,0.064110000000003
3.5,2010-03-01,MJJ,2010-06-15,27.32281,26.99,0.33281000000000205,0.33281000000000205
2.5,2010-04-01,MJJ,2010-06-15,27.4635,26.99,0.47350000000000136,0.47350000000000136
1.5,2010-05-01,MJJ,2010-06-15,26.84087,26.99,-0.14912999999999954,0.14912999999999954
10.5,2010-09-01,JJA,2011-07-15,26.44377,26.81,-0.36622999999999806,0.36622999999999806
9.5,2010-10-01,JJA,2011-07-15,26.7955,26.81,-0.014499999999998181,0.014499999999998181
8.5,2010-11-01,JJA,2011-07-15,26.75873,26.81,-0.051269999999998817,0.051269999999998817
7.5,2010-12-01,JJA,2011-07-15,26.5362,26.81,-0.2737999999999978,0.2737999999999978
6.5,2011-01-01,JJA,2011-07-15,26.8849,26.81,0.07489999999999952,0.07489999999999952
5.5,2011-02-01,JJA,2011-07-15,27.14042,26.81,0.33042000000000016,0.33042000000000016
4.5,2011-03-01,JJA,2011-07-15,26.63478,26.81,-0.1752199999999995,0.1752199999999995
3.5,2011-04-01,JJA,2011-07-15,27.15257,26.81,0.34257000000000204,0.34257000000000204
2.5,2011-05-01,JJA,2011-07-15,26.53832,26.81,-0.2716799999999999,0.2716799999999999
1.5,2011-06-01,JJA,2011-07-15,26.754,26.81,-0.055999999999997385,0.055999999999997385
10.5,2015-10-01,JAS,2016-08-15,26.55865,26.413333333333338,0.14531666666666254,0.14531666666666254
9.5,2015-11-01,JAS,2016-08-15,26.73009,26.413333333333338,0.316756666666663,0.316756666666663
8.5,2015-12-01,JAS,2016-08-15,25.31209,26.413333333333338,-1.1012433333333362,1.1012433333333362
7.5,2016-01-01,JAS,2016-08-15,25.89409,26.413333333333338,-0.519243333333339,0.519243333333339
6.5,2016-02-01,JAS,2016-08-15,25.25124,26.413333333333338,-1.1620933333333383,1.1620933333333383
5.5,2016-03-01,JAS,2016-08-15,27.17411,26.413333333333338,0.7607766666666613,0.7607766666666613
4.5,2016-04-01,JAS,2016-08-15,24.675,26.413333333333338,-1.7383333333333368,1.7383333333333368
3.5,2016-05-01,JAS,2016-08-15,23.88798,26.413333333333338,-2.5253533333333387,2.5253533333333387
2.5,2016-06-01,JAS,2016-08-15,24.48633,26.413333333333338,-1.9270033333333387,1.9270033333333387
1.5,2016-07-01,JAS,2016-08-15,25.67695,26.413333333333338,-0.736383333333336,0.736383333333336
10.5,2016-12-01,SON,2017-10-15,26.47923,26.06,0.41923000000000243,0.41923000000000243
9.5,2017-01-01,SON,2017-10-15,26.35229,26.06,0.29229000000000127,0.29229000000000127
8.5,2017-02-01,SON,2017-10-15,26.41673,26.06,0.35673000000000243,0.35673000000000243
7.5,2017-03-01,SON,2017-10-15,26.90963,26.06,0.8496300000000012,0.8496300000000012
6.5,2017-04-01,SON,2017-10-15,26.14484,26.06,0.0848399999999998,0.0848399999999998
5.5,2017-05-01,SON,2017-10-15,25.56372,26.06,-0.4962799999999987,0.4962799999999987
4.5,2017-06-01,SON,2017-10-15,24.82796,26.06,-1.2320399999999978,1.2320399999999978
3.5,2017-07-01,SON,2017-10-15,25.09143,26.06,-0.9685699999999997,0.9685699999999997
2.5,2017-08-01,SON,2017-10-15,25.15748,26.06,-0.9025199999999991,0.9025199999999991
1.5,2017-09-01,SON,2017-10-15,25.50593,26.06,-0.5540699999999994,0.5540699999999994
10.5,2019-10-01,JAS,2020-08-15,26.39337,26.38,0.01337000000000188,0.01337000000000188
9.5,2019-11-01,JAS,2020-08-15,26.41405,26.38,0.03405000000000058,0.03405000000000058
8.5,2019-12-01,JAS,2020-08-15,26.70273,26.38,0.32272999999999996,0.32272999999999996
7.5,2020-01-01,JAS,2020-08-15,25.47706,26.38,-0.9029399999999974,0.9029399999999974
6.5,2020-02-01,JAS,2020-08-15,25.1985,26.38,-1.1814999999999998,1.1814999999999998
5.5,2020-03-01,JAS,2020-08-15,24.76211,26.38,-1.6178899999999992,1.6178899999999992
4.5,2020-04-01,JAS,2020-08-15,24.53115,26.38,-1.8488499999999988,1.8488499999999988
3.5,2020-05-01,JAS,2020-08-15,24.49847,26.38,-1.881529999999998,1.881529999999998
2.5,2020-06-01,JAS,2020-08-15,25.14955,26.38,-1.2304499999999976,1.2304499999999976
1.5,2020-07-01,JAS,2020-08-15,25.61985,26.38,-0.7601499999999994,0.7601499999999994
5.5,1991-01-01,MJJ,1991-06-15,27.39207,28.166666666666668,-0.7745966666666675,0.7745966666666675
4.5,1991-02-01,MJJ,1991-06-15,27.4415,28.166666666666668,-0.7251666666666665,0.7251666666666665
3.5,1991-03-01,MJJ,1991-06-15,27.83431,28.166666666666668,-0.3323566666666693,0.3323566666666693
2.5,1991-04-01,MJJ,1991-06-15,27.57668,28.166666666666668,-0.5899866666666682,0.5899866666666682
1.5,1991-05-01,MJJ,1991-06-15,27.55079,28.166666666666668,-0.6158766666666686,0.6158766666666686
10.5,1993-11-01,ASO,1994-09-15,24.06528,27.35,-3.28472,3.28472
9.5,1993-12-01,ASO,1994-09-15,23.89861,27.35,-3.45139,3.45139
8.5,1994-01-01,ASO,1994-09-15,23.9496,27.35,-3.400400000000001,3.400400000000001
7.5,1994-02-01,ASO,1994-09-15,23.99833,27.35,-3.351670000000002,3.351670000000002
6.5,1994-03-01,ASO,1994-09-15,23.89149,27.35,-3.4585100000000004,3.4585100000000004
5.5,1994-04-01,ASO,1994-09-15,24.418,27.35,-2.932000000000002,2.932000000000002
4.5,1994-05-01,ASO,1994-09-15,24.46814,27.35,-2.881860000000003,2.881860000000003
3.5,1994-06-01,ASO,1994-09-15,25.01935,27.35,-2.330650000000002,2.330650000000002
2.5,1994-07-01,ASO,1994-09-15,25.18127,27.35,-2.16873,2.16873
1.5,1994-08-01,ASO,1994-09-15,25.79109,27.35,-1.558910000000001,1.558910000000001
10.5,1996-07-01,AMJ,1997-05-15,27.19651,28.459999999999997,-1.2634899999999973,1.2634899999999973
9.5,1996-08-01,AMJ,1997-05-15,27.14091,28.459999999999997,-1.3190899999999957,1.3190899999999957
8.5,1996-09-01,AMJ,1997-05-15,27.88088,28.459999999999997,-0.5791199999999961,0.5791199999999961
7.5,1996-10-01,AMJ,1997-05-15,28.24206,28.459999999999997,-0.2179399999999987,0.2179399999999987
6.5,1996-11-01,AMJ,1997-05-15,27.96468,28.459999999999997,-0.495319999999996,0.495319999999996
5.5,1996-12-01,AMJ,1997-05-15,27.73422,28.459999999999997,-0.7257799999999968,0.7257799999999968
4.5,1997-01-01,AMJ,1997-05-15,27.84189,28.459999999999997,-0.6181099999999979,0.6181099999999979
3.5,1997-02-01,AMJ,1997-05-15,27.71872,28.459999999999997,-0.7412799999999962,0.7412799999999962
2.5,1997-03-01,AMJ,1997-05-15,28.18559,28.459999999999997,-0.27440999999999605,0.27440999999999605
1.5,1997-04-01,AMJ,1997-05-15,28.1522,28.459999999999997,-0.30779999999999674,0.30779999999999674
10.5,2001-08-01,MJJ,2002-06-15,28.49695,28.236666666666668,0.2602833333333301,0.2602833333333301
9.5,2001-09-01,MJJ,2002-06-15,28.17323,28.236666666666668,-0.06343666666666792,0.06343666666666792
8.5,2001-10-01,MJJ,2002-06-15,28.21036,28.236666666666668,-0.0263066666666667,0.0263066666666667
7.5,2001-11-01,MJJ,2002-06-15,28.1017,28.236666666666668,-0.13496666666666712,0.13496666666666712
6.5,2001-12-01,MJJ,2002-06-15,27.90242,28.236666666666668,-0.3342466666666688,0.3342466666666688
5.5,2002-01-01,MJJ,2002-06-15,27.48349,28.236666666666668,-0.7531766666666684,0.7531766666666684
4.5,2002-02-01,MJJ,2002-06-15,28.24541,28.236666666666668,0.008743333333331549,0.008743333333331549
3.5,2002-03-01,MJJ,2002-06-15,27.76438,28.236666666666668,-0.47228666666666896,0.47228666666666896
2.5,2002-04-01,MJJ,2002-06-15,27.95029,28.236666666666668,-0.28637666666666917,0.28637666666666917
1.5,2002-05-01,MJJ,2002-06-15,27.58241,28.236666666666668,-0.6542566666666687,0.6542566666666687
10.5,2003-09-01,JJA,2004-07-15,28.19522,27.753333333333337,0.44188666666666165,0.44188666666666165
9.5,2003-10-01,JJA,2004-07-15,27.4851,27.753333333333337,-0.2682333333333382,0.2682333333333382
8.5,2003-11-01,JJA,2004-07-15,27.74069,27.753333333333337,-0.01264333333333667,0.01264333333333667
7.5,2003-12-01,JJA,2004-07-15,26.76473,27.753333333333337,-0.9886033333333373,0.9886033333333373
6.5,2004-01-01,JJA,2004-07-15,27.51203,27.753333333333337,-0.2413033333333381,0.2413033333333381
5.5,2004-02-01,JJA,2004-07-15,26.66032,27.753333333333337,-1.0930133333333387,1.0930133333333387
4.5,2004-03-01,JJA,2004-07-15,27.20287,27.753333333333337,-0.5504633333333366,0.5504633333333366
3.5,2004-04-01,JJA,2004-07-15,27.17636,27.753333333333337,-0.5769733333333384,0.5769733333333384
2.5,2004-05-01,JJA,2004-07-15,26.39487,27.753333333333337,-1.3584633333333365,1.3584633333333365
1.5,2004-06-01,JJA,2004-07-15,26.8509,27.753333333333337,-0.9024333333333381,0.9024333333333381
10.5,2005-11-01,ASO,2006-09-15,26.35068,27.296666666666667,-0.9459866666666663,0.9459866666666663
9.5,2005-12-01,ASO,2006-09-15,25.49082,27.296666666666667,-1.8058466666666675,1.8058466666666675
8.5,2006-01-01,ASO,2006-09-15,25.25786,27.296666666666667,-2.038806666666666,2.038806666666666
7.5,2006-02-01,ASO,2006-09-15,24.82631,27.296666666666667,-2.4703566666666674,2.4703566666666674
6.5,2006-03-01,ASO,2006-09-15,25.85748,27.296666666666667,-1.439186666666668,1.439186666666668
5.5,2006-04-01,ASO,2006-09-15,26.12346,27.296666666666667,-1.1732066666666654,1.1732066666666654
4.5,2006-05-01,ASO,2006-09-15,25.78591,27.296666666666667,-1.5107566666666656,1.5107566666666656
3.5,2006-06-01,ASO,2006-09-15,25.57911,27.296666666666667,-1.7175566666666668,1.7175566666666668
2.5,2006-07-01,ASO,2006-09-15,25.67643,27.296666666666667,-1.620236666666667,1.620236666666667
1.5,2006-08-01,ASO,2006-09-15,26.62094,27.296666666666667,-0.6757266666666659,0.6757266666666659
10.5,2008-09-01,JJA,2009-07-15,27.4662,27.74666666666667,-0.2804666666666691,0.2804666666666691
9.5,2008-10-01,JJA,2009-07-15,27.62337,27.74666666666667,-0.12329666666666839,0.12329666666666839
8.5,2008-11-01,JJA,2009-07-15,27.42568,27.74666666666667,-0.32098666666666986,0.32098666666666986
7.5,2008-12-01,JJA,2009-07-15,27.3979,27.74666666666667,-0.3487666666666698,0.3487666666666698
6.5,2009-01-01,JJA,2009-07-15,27.48761,27.74666666666667,-0.2590566666666696,0.2590566666666696
5.5,2009-02-01,JJA,2009-07-15,27.30499,27.74666666666667,-0.4416766666666696,0.4416766666666696
4.5,2009-03-01,JJA,2009-07-15,27.75151,27.74666666666667,0.00484333333332998,0.00484333333332998
3.5,2009-04-01,JJA,2009-07-15,27.58457,27.74666666666667,-0.16209666666667033,0.16209666666667033
2.5,2009-05-01,JJA,2009-07-15,27.778,27.74666666666667,0.031333333333328994,0.031333333333328994
1.5,2009-06-01,JJA,2009-07-15,27.66551,27.74666666666667,-0.08115666666666854,0.08115666666666854
10.5,2013-12-01,SON,2014-10-15,27.02349,27.210000000000004,-0.1865100000000055,0.1865100000000055
9.5,2014-01-01,SON,2014-10-15,26.63086,27.210000000000004,-0.579140000000006,0.579140000000006
8.5,2014-02-01,SON,2014-10-15,27.2575,27.210000000000004,0.04749999999999588,0.04749999999999588
7.5,2014-03-01,SON,2014-10-15,26.53545,27.210000000000004,-0.6745500000000035,0.6745500000000035
6.5,2014-04-01,SON,2014-10-15,27.37629,27.210000000000004,0.1662899999999965,0.1662899999999965
5.5,2014-05-01,SON,2014-10-15,26.62269,27.210000000000004,-0.5873100000000058,0.5873100000000058
4.5,2014-06-01,SON,2014-10-15,26.34817,27.210000000000004,-0.8618300000000048,0.8618300000000048
3.5,2014-07-01,SON,2014-10-15,26.19797,27.210000000000004,-1.0120300000000029,1.0120300000000029
2.5,2014-08-01,SON,2014-10-15,26.39656,27.210000000000004,-0.8134400000000035,0.8134400000000035
1.5,2014-09-01,SON,2014-10-15,26.92753,27.210000000000004,-0.28247000000000355,0.28247000000000355
10.5,2017-11-01,ASO,2018-09-15,26.37889,27.25,-0.8711100000000016,0.8711100000000016
9.5,2017-12-01,ASO,2018-09-15,25.09912,27.25,-2.150880000000001,2.150880000000001
8.5,2018-01-01,ASO,2018-09-15,25.55368,27.25,-1.69632,1.69632
7.5,2018-02-01,ASO,2018-09-15,25.50819,27.25,-1.741810000000001,1.741810000000001
6.5,2018-03-01,ASO,2018-09-15,25.236,27.25,-2.0139999999999993,2.0139999999999993
5.5,2018-04-01,ASO,2018-09-15,26.10241,27.25,-1.147590000000001,1.147590000000001
4.5,2018-05-01,ASO,2018-09-15,25.55321,27.25,-1.69679,1.69679
3.5,2018-06-01,ASO,2018-09-15,26.0895,27.25,-1.160499999999999,1.160499999999999
2.5,2018-07-01,ASO,2018-09-15,26.65895,27.25,-0.5910499999999992,0.5910499999999992
1.5,2018-08-01,ASO,2018-09-15,26.73312,27.25,-0.5168800000000005,0.5168800000000005
