L,MON,SZN,TAR,LDC_SST_CanESM5,OBS_NINO3.4_L3,BIAS,BIAS_ABS
5.5,2005-06-01,OND,2005-11-15,26.5908,26.146666666666665,0.4441333333333368,0.4441333333333368
4.5,2005-07-01,OND,2005-11-15,26.85250000000002,26.146666666666665,0.7058333333333557,0.7058333333333557
3.5,2005-08-01,OND,2005-11-15,26.603400000000022,26.146666666666665,0.4567333333333572,0.4567333333333572
2.5,2005-09-01,OND,2005-11-15,26.565800000000024,26.146666666666665,0.41913333333335956,0.41913333333335956
1.5,2005-10-01,OND,2005-11-15,26.40730000000002,26.146666666666665,0.2606333333333559,0.2606333333333559
10.5,2006-08-01,MJJ,2007-06-15,28.138000000000034,27.180000000000003,0.9580000000000304,0.9580000000000304
9.5,2006-09-01,MJJ,2007-06-15,28.118100000000027,27.180000000000003,0.9381000000000235,0.9381000000000235
8.5,2006-10-01,MJJ,2007-06-15,28.28970000000004,27.180000000000003,1.1097000000000357,1.1097000000000357
7.5,2006-11-01,MJJ,2007-06-15,28.13130000000001,27.180000000000003,0.9513000000000069,0.9513000000000069
6.5,2006-12-01,MJJ,2007-06-15,28.00970000000001,27.180000000000003,0.8297000000000061,0.8297000000000061
5.5,2007-01-01,MJJ,2007-06-15,27.945899999999995,27.180000000000003,0.7658999999999914,0.7658999999999914
4.5,2007-02-01,MJJ,2007-06-15,27.75980000000004,27.180000000000003,0.5798000000000378,0.5798000000000378
3.5,2007-03-01,MJJ,2007-06-15,27.69010000000003,27.180000000000003,0.5101000000000262,0.5101000000000262
2.5,2007-04-01,MJJ,2007-06-15,27.67610000000002,27.180000000000003,0.4961000000000162,0.4961000000000162
1.5,2007-05-01,MJJ,2007-06-15,27.616300000000024,27.180000000000003,0.43630000000002056,0.43630000000002056
10.5,2008-01-01,OND,2008-11-15,26.57740000000001,26.12,0.45740000000001046,0.45740000000001046
9.5,2008-02-01,OND,2008-11-15,26.69840000000005,26.12,0.5784000000000482,0.5784000000000482
8.5,2008-03-01,OND,2008-11-15,26.689200000000028,26.12,0.569200000000027,0.569200000000027
7.5,2008-04-01,OND,2008-11-15,26.524100000000033,26.12,0.40410000000003166,0.40410000000003166
6.5,2008-05-01,OND,2008-11-15,26.487900000000025,26.12,0.36790000000002365,0.36790000000002365
5.5,2008-06-01,OND,2008-11-15,26.81570000000005,26.12,0.6957000000000484,0.6957000000000484
4.5,2008-07-01,OND,2008-11-15,26.744700000000023,26.12,0.624700000000022,0.624700000000022
3.5,2008-08-01,OND,2008-11-15,26.906200000000013,26.12,0.7862000000000116,0.7862000000000116
2.5,2008-09-01,OND,2008-11-15,26.73570000000001,26.12,0.6157000000000075,0.6157000000000075
1.5,2008-10-01,OND,2008-11-15,26.545600000000036,26.12,0.42560000000003484,0.42560000000003484
10.5,2009-08-01,MJJ,2010-06-15,28.711900000000014,26.99,1.7219000000000158,1.7219000000000158
9.5,2009-09-01,MJJ,2010-06-15,28.432200000000023,26.99,1.4422000000000246,1.4422000000000246
8.5,2009-10-01,MJJ,2010-06-15,28.287300000000016,26.99,1.2973000000000177,1.2973000000000177
7.5,2009-11-01,MJJ,2010-06-15,28.136000000000024,26.99,1.1460000000000257,1.1460000000000257
6.5,2009-12-01,MJJ,2010-06-15,27.864800000000002,26.99,0.874800000000004,0.874800000000004
5.5,2010-01-01,MJJ,2010-06-15,27.767200000000003,26.99,0.7772000000000041,0.7772000000000041
4.5,2010-02-01,MJJ,2010-06-15,27.4692,26.99,0.4792000000000023,0.4792000000000023
3.5,2010-03-01,MJJ,2010-06-15,27.36170000000004,26.99,0.3717000000000432,0.3717000000000432
2.5,2010-04-01,MJJ,2010-06-15,27.449100000000044,26.99,0.4591000000000456,0.4591000000000456
1.5,2010-05-01,MJJ,2010-06-15,27.698500000000024,26.99,0.7085000000000257,0.7085000000000257
10.5,2010-09-01,JJA,2011-07-15,27.254700000000014,26.81,0.4447000000000152,0.4447000000000152
9.5,2010-10-01,JJA,2011-07-15,27.306500000000028,26.81,0.4965000000000295,0.4965000000000295
8.5,2010-11-01,JJA,2011-07-15,26.662599999999998,26.81,-0.14740000000000109,0.14740000000000109
7.5,2010-12-01,JJA,2011-07-15,26.874000000000024,26.81,0.06400000000002493,0.06400000000002493
6.5,2011-01-01,JJA,2011-07-15,26.831700000000012,26.81,0.021700000000013375,0.021700000000013375
5.5,2011-02-01,JJA,2011-07-15,26.958600000000047,26.81,0.14860000000004803,0.14860000000004803
4.5,2011-03-01,JJA,2011-07-15,27.08960000000002,26.81,0.27960000000001983,0.27960000000001983
3.5,2011-04-01,JJA,2011-07-15,27.09050000000002,26.81,0.2805000000000213,0.2805000000000213
2.5,2011-05-01,JJA,2011-07-15,27.120400000000018,26.81,0.3104000000000191,0.3104000000000191
1.5,2011-06-01,JJA,2011-07-15,27.192499999999995,26.81,0.38249999999999673,0.38249999999999673
10.5,2015-10-01,JAS,2016-08-15,27.55450000000002,26.413333333333338,1.141166666666681,1.141166666666681
9.5,2015-11-01,JAS,2016-08-15,27.526400000000024,26.413333333333338,1.1130666666666862,1.1130666666666862
8.5,2015-12-01,JAS,2016-08-15,26.954800000000034,26.413333333333338,0.5414666666666967,0.5414666666666967
7.5,2016-01-01,JAS,2016-08-15,26.80680000000001,26.413333333333338,0.3934666666666722,0.3934666666666722
6.5,2016-02-01,JAS,2016-08-15,27.100000000000023,26.413333333333338,0.6866666666666852,0.6866666666666852
5.5,2016-03-01,JAS,2016-08-15,27.0557,26.413333333333338,0.6423666666666641,0.6423666666666641
4.5,2016-04-01,JAS,2016-08-15,27.079200000000014,26.413333333333338,0.6658666666666768,0.6658666666666768
3.5,2016-05-01,JAS,2016-08-15,26.594899999999996,26.413333333333338,0.181566666666658,0.181566666666658
2.5,2016-06-01,JAS,2016-08-15,26.740400000000022,26.413333333333338,0.3270666666666848,0.3270666666666848
1.5,2016-07-01,JAS,2016-08-15,26.847200000000043,26.413333333333338,0.4338666666667059,0.4338666666667059
10.5,2016-12-01,SON,2017-10-15,27.62050000000005,26.06,1.5605000000000508,1.5605000000000508
9.5,2017-01-01,SON,2017-10-15,27.64160000000004,26.06,1.5816000000000408,1.5816000000000408
8.5,2017-02-01,SON,2017-10-15,27.73290000000003,26.06,1.6729000000000305,1.6729000000000305
7.5,2017-03-01,SON,2017-10-15,27.95160000000004,26.06,1.891600000000043,1.891600000000043
6.5,2017-04-01,SON,2017-10-15,27.864599999999996,26.06,1.804599999999997,1.804599999999997
5.5,2017-05-01,SON,2017-10-15,27.8981,26.06,1.8381000000000007,1.8381000000000007
4.5,2017-06-01,SON,2017-10-15,27.111800000000017,26.06,1.0518000000000178,1.0518000000000178
3.5,2017-07-01,SON,2017-10-15,27.031300000000044,26.06,0.9713000000000456,0.9713000000000456
2.5,2017-08-01,SON,2017-10-15,26.571300000000008,26.06,0.5113000000000092,0.5113000000000092
1.5,2017-09-01,SON,2017-10-15,26.117500000000007,26.06,0.0575000000000081,0.0575000000000081
10.5,2019-10-01,JAS,2020-08-15,27.238699999999994,26.38,0.8586999999999954,0.8586999999999954
9.5,2019-11-01,JAS,2020-08-15,27.33190000000002,26.38,0.9519000000000197,0.9519000000000197
8.5,2019-12-01,JAS,2020-08-15,27.30970000000002,26.38,0.9297000000000217,0.9297000000000217
7.5,2020-01-01,JAS,2020-08-15,27.256500000000017,26.38,0.8765000000000178,0.8765000000000178
6.5,2020-02-01,JAS,2020-08-15,27.218700000000013,26.38,0.8387000000000135,0.8387000000000135
5.5,2020-03-01,JAS,2020-08-15,27.542100000000005,26.38,1.162100000000006,1.162100000000006
4.5,2020-04-01,JAS,2020-08-15,27.479300000000023,26.38,1.0993000000000244,1.0993000000000244
3.5,2020-05-01,JAS,2020-08-15,27.4187,26.38,1.0387000000000022,1.0387000000000022
2.5,2020-06-01,JAS,2020-08-15,26.674300000000017,26.38,0.29430000000001755,0.29430000000001755
1.5,2020-07-01,JAS,2020-08-15,26.79910000000001,26.38,0.4191000000000109,0.4191000000000109
5.5,1991-01-01,MJJ,1991-06-15,27.418499999999995,28.166666666666668,-0.7481666666666733,0.7481666666666733
4.5,1991-02-01,MJJ,1991-06-15,27.6601,28.166666666666668,-0.5065666666666679,0.5065666666666679
3.5,1991-03-01,MJJ,1991-06-15,27.90100000000001,28.166666666666668,-0.2656666666666574,0.2656666666666574
2.5,1991-04-01,MJJ,1991-06-15,27.79740000000004,28.166666666666668,-0.3692666666666291,0.3692666666666291
1.5,1991-05-01,MJJ,1991-06-15,27.855999999999995,28.166666666666668,-0.3106666666666733,0.3106666666666733
10.5,1993-11-01,ASO,1994-09-15,26.47380000000004,27.35,-0.8761999999999617,0.8761999999999617
9.5,1993-12-01,ASO,1994-09-15,26.346400000000017,27.35,-1.0035999999999845,1.0035999999999845
8.5,1994-01-01,ASO,1994-09-15,26.517800000000022,27.35,-0.832199999999979,0.832199999999979
7.5,1994-02-01,ASO,1994-09-15,26.853400000000022,27.35,-0.4965999999999795,0.4965999999999795
6.5,1994-03-01,ASO,1994-09-15,26.89500000000004,27.35,-0.45499999999996277,0.45499999999996277
5.5,1994-04-01,ASO,1994-09-15,26.867999999999995,27.35,-0.4820000000000064,0.4820000000000064
4.5,1994-05-01,ASO,1994-09-15,26.86280000000005,27.35,-0.48719999999995167,0.48719999999995167
3.5,1994-06-01,ASO,1994-09-15,27.01890000000003,27.35,-0.33109999999997086,0.33109999999997086
2.5,1994-07-01,ASO,1994-09-15,26.795500000000004,27.35,-0.5544999999999973,0.5544999999999973
1.5,1994-08-01,ASO,1994-09-15,26.735600000000034,27.35,-0.6143999999999679,0.6143999999999679
10.5,1996-07-01,AMJ,1997-05-15,27.863500000000045,28.459999999999997,-0.5964999999999527,0.5964999999999527
9.5,1996-08-01,AMJ,1997-05-15,28.149200000000008,28.459999999999997,-0.31079999999998975,0.31079999999998975
8.5,1996-09-01,AMJ,1997-05-15,27.9683,28.459999999999997,-0.491699999999998,0.491699999999998
7.5,1996-10-01,AMJ,1997-05-15,28.192800000000034,28.459999999999997,-0.26719999999996347,0.26719999999996347
6.5,1996-11-01,AMJ,1997-05-15,27.884600000000034,28.459999999999997,-0.5753999999999628,0.5753999999999628
5.5,1996-12-01,AMJ,1997-05-15,27.971600000000024,28.459999999999997,-0.48839999999997374,0.48839999999997374
4.5,1997-01-01,AMJ,1997-05-15,27.620400000000018,28.459999999999997,-0.8395999999999795,0.8395999999999795
3.5,1997-02-01,AMJ,1997-05-15,27.93580000000003,28.459999999999997,-0.5241999999999685,0.5241999999999685
2.5,1997-03-01,AMJ,1997-05-15,28.21890000000002,28.459999999999997,-0.2410999999999781,0.2410999999999781
1.5,1997-04-01,AMJ,1997-05-15,28.324900000000014,28.459999999999997,-0.13509999999998357,0.13509999999998357
10.5,2001-08-01,MJJ,2002-06-15,28.15730000000002,28.236666666666668,-0.07936666666664749,0.07936666666664749
9.5,2001-09-01,MJJ,2002-06-15,27.95930000000004,28.236666666666668,-0.27736666666662657,0.27736666666662657
8.5,2001-10-01,MJJ,2002-06-15,27.804700000000025,28.236666666666668,-0.43196666666664285,0.43196666666664285
7.5,2001-11-01,MJJ,2002-06-15,27.629999999999995,28.236666666666668,-0.6066666666666727,0.6066666666666727
6.5,2001-12-01,MJJ,2002-06-15,27.437000000000012,28.236666666666668,-0.7996666666666563,0.7996666666666563
5.5,2002-01-01,MJJ,2002-06-15,27.357200000000034,28.236666666666668,-0.8794666666666338,0.8794666666666338
4.5,2002-02-01,MJJ,2002-06-15,27.820899999999995,28.236666666666668,-0.4157666666666735,0.4157666666666735
3.5,2002-03-01,MJJ,2002-06-15,28.013599999999997,28.236666666666668,-0.2230666666666714,0.2230666666666714
2.5,2002-04-01,MJJ,2002-06-15,27.938300000000027,28.236666666666668,-0.2983666666666416,0.2983666666666416
1.5,2002-05-01,MJJ,2002-06-15,27.98150000000004,28.236666666666668,-0.25516666666662857,0.25516666666662857
10.5,2003-09-01,JJA,2004-07-15,27.739300000000014,27.753333333333337,-0.014033333333323128,0.014033333333323128
9.5,2003-10-01,JJA,2004-07-15,27.653999999999996,27.753333333333337,-0.09933333333334105,0.09933333333334105
8.5,2003-11-01,JJA,2004-07-15,27.845500000000015,27.753333333333337,0.09216666666667805,0.09216666666667805
7.5,2003-12-01,JJA,2004-07-15,27.757600000000025,27.753333333333337,0.004266666666687513,0.004266666666687513
6.5,2004-01-01,JJA,2004-07-15,27.6096,27.753333333333337,-0.14373333333333704,0.14373333333333704
5.5,2004-02-01,JJA,2004-07-15,27.542500000000018,27.753333333333337,-0.21083333333331922,0.21083333333331922
4.5,2004-03-01,JJA,2004-07-15,27.794500000000028,27.753333333333337,0.04116666666669033,0.04116666666669033
3.5,2004-04-01,JJA,2004-07-15,27.80110000000002,27.753333333333337,0.047766666666682056,0.047766666666682056
2.5,2004-05-01,JJA,2004-07-15,27.53770000000003,27.753333333333337,-0.21563333333330803,0.21563333333330803
1.5,2004-06-01,JJA,2004-07-15,27.494500000000016,27.753333333333337,-0.25883333333332104,0.25883333333332104
10.5,2005-11-01,ASO,2006-09-15,27.05460000000005,27.296666666666667,-0.24206666666661647,0.24206666666661647
9.5,2005-12-01,ASO,2006-09-15,26.93760000000003,27.296666666666667,-0.3590666666666351,0.3590666666666351
8.5,2006-01-01,ASO,2006-09-15,27.142200000000003,27.296666666666667,-0.1544666666666643,0.1544666666666643
7.5,2006-02-01,ASO,2006-09-15,27.32770000000005,27.296666666666667,0.031033333333382984,0.031033333333382984
6.5,2006-03-01,ASO,2006-09-15,27.24970000000002,27.296666666666667,-0.04696666666664839,0.04696666666664839
5.5,2006-04-01,ASO,2006-09-15,27.153500000000008,27.296666666666667,-0.14316666666665867,0.14316666666665867
4.5,2006-05-01,ASO,2006-09-15,27.024100000000033,27.296666666666667,-0.2725666666666342,0.2725666666666342
3.5,2006-06-01,ASO,2006-09-15,26.932200000000023,27.296666666666667,-0.36446666666664385,0.36446666666664385
2.5,2006-07-01,ASO,2006-09-15,26.703400000000045,27.296666666666667,-0.5932666666666222,0.5932666666666222
1.5,2006-08-01,ASO,2006-09-15,26.948000000000036,27.296666666666667,-0.34866666666663093,0.34866666666663093
10.5,2008-09-01,JJA,2009-07-15,27.99430000000001,27.74666666666667,0.24763333333334003,0.24763333333334003
9.5,2008-10-01,JJA,2009-07-15,28.10790000000003,27.74666666666667,0.3612333333333595,0.3612333333333595
8.5,2008-11-01,JJA,2009-07-15,27.836100000000044,27.74666666666667,0.08943333333337478,0.08943333333337478
7.5,2008-12-01,JJA,2009-07-15,27.930600000000027,27.74666666666667,0.18393333333335704,0.18393333333335704
6.5,2009-01-01,JJA,2009-07-15,27.85220000000004,27.74666666666667,0.10553333333336923,0.10553333333336923
5.5,2009-02-01,JJA,2009-07-15,27.70930000000004,27.74666666666667,-0.037366666666628134,0.037366666666628134
4.5,2009-03-01,JJA,2009-07-15,27.679300000000012,27.74666666666667,-0.06736666666665769,0.06736666666665769
3.5,2009-04-01,JJA,2009-07-15,27.70010000000002,27.74666666666667,-0.046566666666649326,0.046566666666649326
2.5,2009-05-01,JJA,2009-07-15,27.652900000000045,27.74666666666667,-0.09376666666662459,0.09376666666662459
1.5,2009-06-01,JJA,2009-07-15,27.745400000000018,27.74666666666667,-0.0012666666666518722,0.0012666666666518722
10.5,2013-12-01,SON,2014-10-15,27.341200000000015,27.210000000000004,0.13120000000001042,0.13120000000001042
9.5,2014-01-01,SON,2014-10-15,27.262699999999995,27.210000000000004,0.052699999999990865,0.052699999999990865
8.5,2014-02-01,SON,2014-10-15,27.25890000000004,27.210000000000004,0.04890000000003525,0.04890000000003525
7.5,2014-03-01,SON,2014-10-15,27.17670000000004,27.210000000000004,-0.033299999999965024,0.033299999999965024
6.5,2014-04-01,SON,2014-10-15,27.126300000000015,27.210000000000004,-0.08369999999998967,0.08369999999998967
5.5,2014-05-01,SON,2014-10-15,27.175100000000043,27.210000000000004,-0.034899999999961295,0.034899999999961295
4.5,2014-06-01,SON,2014-10-15,27.4169,27.210000000000004,0.20689999999999387,0.20689999999999387
3.5,2014-07-01,SON,2014-10-15,27.52770000000004,27.210000000000004,0.31770000000003407,0.31770000000003407
2.5,2014-08-01,SON,2014-10-15,27.29540000000003,27.210000000000004,0.08540000000002479,0.08540000000002479
1.5,2014-09-01,SON,2014-10-15,26.934600000000046,27.210000000000004,-0.27539999999995857,0.27539999999995857
10.5,2017-11-01,ASO,2018-09-15,27.03660000000002,27.25,-0.21339999999997872,0.21339999999997872
9.5,2017-12-01,ASO,2018-09-15,26.689099999999996,27.25,-0.5609000000000037,0.5609000000000037
8.5,2018-01-01,ASO,2018-09-15,26.968200000000024,27.25,-0.2817999999999756,0.2817999999999756
7.5,2018-02-01,ASO,2018-09-15,27.068700000000035,27.25,-0.1812999999999647,0.1812999999999647
6.5,2018-03-01,ASO,2018-09-15,27.04430000000002,27.25,-0.2056999999999789,0.2056999999999789
5.5,2018-04-01,ASO,2018-09-15,27.08910000000003,27.25,-0.16089999999996962,0.16089999999996962
4.5,2018-05-01,ASO,2018-09-15,27.025500000000022,27.25,-0.22449999999997772,0.22449999999997772
3.5,2018-06-01,ASO,2018-09-15,26.967100000000016,27.25,-0.2828999999999837,0.2828999999999837
2.5,2018-07-01,ASO,2018-09-15,27.19930000000005,27.25,-0.05069999999994934,0.05069999999994934
1.5,2018-08-01,ASO,2018-09-15,27.17700000000002,27.25,-0.07299999999997908,0.07299999999997908
